SaleID,price
200000,1177.3319659270792
200001,1806.9261034365156
200002,8560.769916534064
200003,1346.511931747999
200004,2074.2596109055116
200005,1246.4861068119108
200006,377.8772176178138
200007,3689.18894150028
200008,12374.209665980841
200009,609.899840555759
200010,550.3426988706738
200011,2599.1067846858223
200012,5930.179547766937
200013,8213.362753036738
200014,2122.149561022774
200015,253.96834491988687
200016,1770.749679034042
200017,8302.651760620452
200018,6623.328992462576
200019,641.7690944559746
200020,24296.97475523618
200021,7662.333092709339
200022,1887.7652045534646
200023,1515.6439037782077
200024,932.9340905252141
200025,9204.18917755384
200026,557.1987194390128
200027,12667.851451867899
200028,4393.950151552683
200029,7727.284481236377
200030,17370.110655772238
200031,11980.39073217855
200032,572.9143911512296
200033,14378.761611083897
200034,841.4341008774815
200035,1924.5692418838544
200036,14301.595498796396
200037,6164.502096891366
200038,1286.7091455716998
200039,328.05582147273907
200040,592.3889832543828
200041,25706.36367899819
200042,373.44542271308103
200043,8244.766788662477
200044,18022.03965433469
200045,612.4416691091694
200046,15760.276429372283
200047,16824.061036037172
200048,2025.0732465334893
200049,3131.965221774501
200050,869.3413221094871
200051,4521.471877563237
200052,2916.936874556585
200053,330.72363202337954
200054,13272.193445891573
200055,9807.337552253646
200056,8206.650075108766
200057,3404.559302388476
200058,1208.4988940284702
200059,5087.543830245179
200060,8033.796112178264
200061,1208.0152776969508
200062,5233.610672900921
200063,8871.399452421785
200064,1228.2574897052964
200065,1900.3453580214082
200066,566.0835866483005
200067,10146.039053129218
200068,170.47299461945667
200069,18090.517665484527
200070,9040.036980694289
200071,393.5722008371485
200072,5665.463239480965
200073,19665.7204170271
200074,4420.725304019903
200075,15025.76378252452
200076,3231.31556729411
200077,419.1772832755257
200078,370.3397180653893
200079,2921.7804462323215
200080,3412.828673369516
200081,2015.5991902500584
200082,3988.5410184420084
200083,458.391504252827
200084,1269.3075238707804
200085,1619.1078885886477
200086,6748.300320054463
200087,3302.717582268525
200088,2692.5372784396454
200089,41359.96561131229
200090,2957.596942297114
200091,204.80859950975182
200092,2067.202711875283
200093,16849.80079980846
200094,6801.106159462197
200095,5432.22338598766
200096,2357.2408663485708
200097,1234.7275918850817
200098,409.06670415356433
200099,20054.148889290984
200100,21696.321679704102
200101,8005.699193783423
200102,1777.8586409001637
200103,10193.990190257791
200104,5551.336412734187
200105,3355.7249963078657
200106,8731.47957163549
200107,1869.8331336510546
200108,14513.568161795392
200109,8177.673053992953
200110,1221.8529902362088
200111,1709.7169530276174
200112,1891.862138181299
200113,583.6384609824206
200114,2336.4315025926003
200115,1297.0826714344744
200116,13429.222952301501
200117,16872.264436632548
200118,58183.20581105542
200119,226.13942915690006
200120,3462.3649289447535
200121,2669.315140399213
200122,676.8074257984623
200123,2183.4606036948926
200124,53151.3946918374
200125,796.2214312628341
200126,3479.4123401136862
200127,15048.45519395683
200128,1615.871563269799
200129,5580.523309538732
200130,3822.784289370841
200131,3112.4231542584766
200132,1196.6015049195084
200133,2803.1741128322565
200134,1267.1959311239796
200135,2990.0060655805714
200136,3846.4742711017925
200137,1268.8010192755014
200138,9731.237274181483
200139,6532.164653489492
200140,2583.7376183394563
200141,1467.1858745304708
200142,5715.449847800666
200143,9466.555797642344
200144,1365.3408932758489
200145,6140.126898886743
200146,2601.629045669635
200147,4448.807039279842
200148,2505.96349574512
200149,263.57457168838596
200150,10722.21227151106
200151,5289.386698303817
200152,553.4791128991972
200153,480.40566224977226
200154,7237.941120137484
200155,3165.98845708352
200156,16392.097320895133
200157,8946.473511027718
200158,10393.858362105082
200159,14315.23249785765
200160,6670.602614999158
200161,7335.495454908207
200162,6382.158734575284
200163,680.1886195429033
200164,16505.186490431974
200165,15128.026864073843
200166,24966.254398671063
200167,3568.6134288504327
200168,39772.762931093865
200169,766.430377436993
200170,2581.48016110304
200171,8562.215403985087
200172,2048.132396664146
200173,34831.52549032317
200174,1179.2488074311707
200175,2198.2067036660774
200176,7947.623647513328
200177,5788.074864287241
200178,5292.3395975996755
200179,3886.8289954784195
200180,940.1083047649261
200181,19377.59487094826
200182,4467.422388532863
200183,1560.3085595767589
200184,1977.7047811186167
200185,4585.169395892788
200186,3010.7371421262897
200187,7244.412898310655
200188,9745.008044287915
200189,12316.227091283208
200190,4034.5478504495263
200191,3008.6428591008917
200192,1090.1310024858067
200193,4067.559749913021
200194,7870.058903847756
200195,2503.8952711022603
200196,897.9171810334744
200197,23172.763031793704
200198,1324.0827618298604
200199,4355.00753689323
200200,666.2392117609816
200201,7402.440737843201
200202,2045.4025071083736
200203,1730.6673825685552
200204,8184.963711779729
200205,5286.610076585239
200206,855.284865067569
200207,5551.01788727214
200208,5433.567874730821
200209,1171.915318186909
200210,14108.864321804394
200211,5463.960952242265
200212,7481.13768473235
200213,8475.52165126325
200214,20171.635895592102
200215,7261.982788880535
200216,3069.305743722074
200217,1183.8197172474806
200218,10395.300285814545
200219,1171.2615782932166
200220,2340.349081338473
200221,7617.1110862050145
200222,2371.9187422792147
200223,860.4559608573292
200224,13348.26511995403
200225,3473.7030991299825
200226,1206.2255635724227
200227,8325.077398250556
200228,211.5242207405837
200229,6716.215208603087
200230,8073.557090991764
200231,4777.741427253102
200232,1058.004245158113
200233,7396.9078413670095
200234,429.0948932240269
200235,8491.569350144924
200236,13154.391130013604
200237,4501.947113555908
200238,7257.839687881307
200239,9229.2587498982
200240,24547.90745318751
200241,10953.66087740846
200242,4012.7899059038764
200243,2876.4735480134577
200244,6378.38313159702
200245,4475.04964321491
200246,4607.663382756928
200247,1475.701551380167
200248,333.8012996646883
200249,10138.28528801533
200250,34262.2460545822
200251,10323.13337090562
200252,817.2775687711148
200253,8471.12632381593
200254,10947.959217212789
200255,7793.322202603875
200256,2611.7682119914043
200257,9199.578490061998
200258,3501.3208293600783
200259,7842.936552793175
200260,1697.170815296631
200261,4603.702945816945
200262,2643.694035042521
200263,8952.654367625613
200264,6627.793894351121
200265,5350.882852334666
200266,1275.5863521849033
200267,13442.621267886709
200268,8038.466163563498
200269,3511.388801690492
200270,9509.248121197448
200271,2869.585035253525
200272,4809.741379515352
200273,16557.074611368313
200274,474.3004201090794
200275,14761.593330561049
200276,1766.2687359917845
200277,3008.380750873103
200278,2001.985885334635
200279,9473.801746054267
200280,2446.3793430320884
200281,700.5481536324058
200282,13406.82285736113
200283,6362.246817285619
200284,436.86522837456596
200285,5734.636121849469
200286,2319.5795128540694
200287,12130.385891955735
200288,12779.890507189255
200289,3178.6961899476237
200290,7268.257422747659
200291,11662.147551307231
200292,2956.7148301714215
200293,8719.712086449788
200294,6622.924116259885
200295,1709.2167649367389
200296,2769.080584076286
200297,7749.860841628117
200298,1352.4183608169988
200299,4526.505079977844
200300,5022.680745991858
200301,5212.702727917815
200302,1661.4335553509754
200303,7122.46198724336
200304,2485.78822885411
200305,3889.4650560741784
200306,1733.2793365537768
200307,14938.639458111482
200308,1525.9873801787926
200309,1235.6708965768298
200310,991.4842006259125
200311,1199.2962846194996
200312,11060.209700858373
200313,1769.3981783250533
200314,5488.747952686954
200315,1067.9022848475613
200316,37274.00611185792
200317,2596.240408430839
200318,495.72207793683924
200319,10083.595893920567
200320,3637.3658169462788
200321,30916.205144977503
200322,18960.49320303661
200323,1462.4459995282573
200324,24746.732746116286
200325,5534.338079003617
200326,2380.586471512483
200327,21515.902407488866
200328,883.5161146008703
200329,8072.428815192172
200330,2020.989368226044
200331,1496.076750706784
200332,11754.645238096413
200333,1151.2507704854422
200334,476.0045605196469
200335,1448.8631089187907
200336,1511.355470419342
200337,1134.8433702067775
200338,1891.3982641260804
200339,13325.458018861802
200340,29809.45844897903
200341,2919.7817188059826
200342,5715.128501754192
200343,1866.408213438782
200344,4896.846628934167
200345,7029.123043556414
200346,1215.7877906315205
200347,11821.278539809819
200348,10018.521987927925
200349,752.3317955257207
200350,11517.799462088875
200351,2476.936236572411
200352,637.4238126434856
200353,1377.421109743425
200354,3628.876425738493
200355,786.1161416343532
200356,4474.685174188
200357,1584.3122388365864
200358,3025.9973452013755
200359,8268.358046146603
200360,15941.275614798673
200361,1734.4744220743914
200362,2226.824122340782
200363,1634.2151333598024
200364,6338.031657627176
200365,8921.3828600831
200366,836.504137945039
200367,7122.713598803752
200368,6589.192142471686
200369,5518.889866702709
200370,941.5352833209936
200371,11110.618817624952
200372,1392.812261760349
200373,1120.143359580375
200374,990.1900942140792
200375,1209.9095935344826
200376,2585.639430415457
200377,1991.8251954327648
200378,1479.074990429397
200379,1662.8089865017282
200380,837.4500646373285
200381,3549.0556894277906
200382,33572.866217181596
200383,1974.7994920215049
200384,2548.0468673525684
200385,887.4176896864349
200386,1245.2155240000939
200387,3782.1112567593404
200388,7823.79863818824
200389,7609.908729306908
200390,339.7962308258417
200391,3995.623505136409
200392,1213.6995253127866
200393,2806.579151794931
200394,3763.638096986152
200395,-101.50617646504855
200396,3239.4970977474864
200397,1102.0462479631428
200398,2219.7866184427485
200399,796.0957174114191
200400,2037.3835230454881
200401,5060.189968867509
200402,1600.9867084005573
200403,3324.399506938828
200404,634.5264282494488
200405,647.2353098748523
200406,2615.791039880301
200407,1518.6180815819753
200408,6933.756679955624
200409,12905.916223617307
200410,10410.242297049204
200411,1485.3705299137778
200412,19113.47574475904
200413,11120.516529489036
200414,4596.720847980929
200415,9087.474000773334
200416,8187.547674303297
200417,1855.4451854326803
200418,1095.264310082343
200419,18428.58287171281
200420,19084.055534988223
200421,1490.5704947986267
200422,1444.5038394802132
200423,1120.7623860805625
200424,51379.82910397627
200425,8762.473748868251
200426,3623.967310747482
200427,18332.144750838164
200428,1672.206764627239
200429,5276.840753517009
200430,3290.671447047499
200431,2645.4141617554174
200432,4232.386490830448
200433,16002.102967149594
200434,602.5568885934019
200435,5389.5486677407835
200436,10398.453649548703
200437,806.5494446137757
200438,226.55294989976733
200439,1208.0408495255347
200440,1425.1523392788545
200441,1025.1636149938258
200442,1397.0355731623567
200443,6186.79980533966
200444,1356.45358962852
200445,2937.785579038833
200446,3951.608752765773
200447,6982.223346545561
200448,14147.278336263045
200449,1117.662549743955
200450,3131.278419600165
200451,1116.033100304147
200452,2813.844770985842
200453,3373.6915334515606
200454,1805.9835878930817
200455,8643.324000140561
200456,1253.9047071405357
200457,1232.436853831191
200458,643.5555070841407
200459,4776.20116652375
200460,3062.923376124541
200461,3820.706319210734
200462,6378.109653249883
200463,8660.06399201126
200464,1365.2348521703982
200465,8467.030916907665
200466,2107.6405363453146
200467,2868.112415153818
200468,2317.608228949107
200469,276.20044411019217
200470,9402.71586229933
200471,440.4681615580035
200472,8187.278714638284
200473,51499.12038981907
200474,1561.5175123830459
200475,3665.334419966357
200476,12668.460800596453
200477,5217.384293690637
200478,5114.390952858885
200479,1202.0017586618592
200480,6256.744798551807
200481,1713.4359667865028
200482,1319.354680680025
200483,2618.1148474484735
200484,2159.1004794308305
200485,4956.992700961576
200486,5143.302037953605
200487,9299.805508282592
200488,1061.4205336916957
200489,5558.167791158582
200490,8629.703542273302
200491,8571.863125023345
